Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Caesar, seller: Camilla, eval: spreadcrossing -> PNL: -194683.5, buy_qty: 0, sell_qty: 1499
Product: MAGNIFICENT_MACARONS, buyer: Camilla, seller: Charlie, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: MAGNIFICENT_MACARONS, buyer: Camilla, seller: Charlie, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: MAGNIFICENT_MACARONS, buyer: Caesar, seller: Charlie, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: MAGNIFICENT_MACARONS, buyer: Caesar, seller: Charlie, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Pablo, seller: Charlie, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Pablo, seller: Charlie, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Charlie, seller: Pablo, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Charlie, seller: Pablo, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Charlie, seller: Camilla, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Charlie, seller: Camilla, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Charlie, seller: Caesar, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Charlie, seller: Caesar, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Camilla, seller: Charlie, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Camilla, seller: Charlie, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Caesar, seller: Charlie, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Caesar, seller: Charlie, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Charlie, seller: Camilla, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Charlie, seller: Camilla, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Charlie, seller: Caesar, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Charlie, seller: Caesar, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Camilla, seller: Charlie, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Camilla, seller: Charlie, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Caesar, seller: Charlie, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Caesar, seller: Charlie, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Charlie, seller: Camilla, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Charlie, seller: Camilla, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Charlie, seller: Caesar, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Charlie, seller: Caesar, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Gary, seller: Penelope, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Gary, seller: Penelope, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Gary, seller: Gina, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 2
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Charlie, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Charlie, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Caesar, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Caesar, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Charlie, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Charlie, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Camilla, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Camilla, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Gary, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Gary, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Gina, seller: Gary, eval: midpoint -> PNL: 0.0, buy_qty: 2, sell_qty: 0
Product: SQUID_INK, buyer: Pablo, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Pablo, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Gary, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Gary, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Camilla, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Camilla, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Caesar, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Caesar, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Penelope, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Penelope, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Pablo, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Pablo, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Gary, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Gary, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Camilla, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Camilla, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Caesar, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Caesar, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Penelope, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Penelope, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Gina, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Olivia, seller: Gina, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Gina, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: SQUID_INK, buyer: Gina, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: VOLCANIC_ROCK, buyer: Pablo, seller: Peter, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: VOLCANIC_ROCK, buyer: Pablo, seller: Peter, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: VOLCANIC_ROCK, buyer: Peter, seller: Pablo, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: VOLCANIC_ROCK, buyer: Peter, seller: Pablo, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Pablo, seller: Penelope, eval: midpoint -> PNL: 0.0, buy_qty: 2, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Penelope, seller: Pablo, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 2
Product: RAINFOREST_RESIN, buyer: Gary, seller: Camilla, eval: midpoint -> PNL: 3.0, buy_qty: 13, sell_qty: 9
Product: KELP, buyer: Olivia, seller: Caesar, eval: spreadcrossing -> PNL: 3.5, buy_qty: 1, sell_qty: 0
Product: KELP, buyer: Penelope, seller: Caesar, eval: midpoint -> PNL: 4.0, buy_qty: 36, sell_qty: 31
Product: KELP, buyer: Pablo, seller: Gary, eval: midpoint -> PNL: 5.0, buy_qty: 4, sell_qty: 6
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Penelope, seller: Caesar, eval: midpoint -> PNL: 5.0, buy_qty: 15, sell_qty: 20
Product: KELP, buyer: Olivia, seller: Caesar, eval: midpoint -> PNL: 5.5, buy_qty: 1, sell_qty: 0
Product: KELP, buyer: Gina, seller: Paris, eval: spreadcrossing -> PNL: 6.0, buy_qty: 22, sell_qty: 24
Product: KELP, buyer: Pablo, seller: Gina, eval: spreadcrossing -> PNL: 8.5, buy_qty: 5, sell_qty: 8
Product: RAINFOREST_RESIN, buyer: Gary, seller: Caesar, eval: midpoint -> PNL: 8.5, buy_qty: 5, sell_qty: 4
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Pablo, seller: Penelope, eval: spreadcrossing -> PNL: 8.5, buy_qty: 1, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Pablo, seller: Penelope, eval: midpoint -> PNL: 9.5, buy_qty: 1, sell_qty: 0
Product: SQUID_INK, buyer: Gina, seller: Pablo, eval: spreadcrossing -> PNL: 11.5, buy_qty: 8, sell_qty: 5
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Penelope, seller: Camilla, eval: spreadcrossing -> PNL: 12.0, buy_qty: 11, sell_qty: 9
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Caesar, eval: midpoint -> PNL: 12.5, buy_qty: 7, sell_qty: 12
Product: RAINFOREST_RESIN, buyer: Pablo, seller: Camilla, eval: midpoint -> PNL: 16.0, buy_qty: 18, sell_qty: 13
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Pablo, seller: Penelope, eval: spreadcrossing -> PNL: 17.0, buy_qty: 1, sell_qty: 1
Product: KELP, buyer: Gina, seller: Gary, eval: spreadcrossing -> PNL: 17.5, buy_qty: 2, sell_qty: 3
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Pablo, seller: Penelope, eval: midpoint -> PNL: 18.0, buy_qty: 1, sell_qty: 1
Product: SQUID_INK, buyer: Paris, seller: Penelope, eval: midpoint -> PNL: 18.5, buy_qty: 31, sell_qty: 7
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Pablo, seller: Penelope, eval: spreadcrossing -> PNL: 19.0, buy_qty: 1, sell_qty: 1
Product: PICNIC_BASKET1, buyer: Pablo, seller: Penelope, eval: spreadcrossing -> PNL: 19.5, buy_qty: 5, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Pablo, seller: Penelope, eval: midpoint -> PNL: 20.0, buy_qty: 1, sell_qty: 1
Product: SQUID_INK, buyer: Olivia, seller: Paris, eval: spreadcrossing -> PNL: 20.5, buy_qty: 0, sell_qty: 1
Product: RAINFOREST_RESIN, buyer: Gary, seller: Pablo, eval: midpoint -> PNL: 21.0, buy_qty: 4, sell_qty: 7
Product: KELP, buyer: Penelope, seller: Gary, eval: spreadcrossing -> PNL: 21.5, buy_qty: 0, sell_qty: 1
Product: SQUID_INK, buyer: Olivia, seller: Paris, eval: midpoint -> PNL: 21.5, buy_qty: 0, sell_qty: 1
Product: KELP, buyer: Pablo, seller: Gina, eval: midpoint -> PNL: 22.0, buy_qty: 5, sell_qty: 8
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Penelope, seller: Camilla, eval: midpoint -> PNL: 22.0, buy_qty: 11, sell_qty: 9
Product: KELP, buyer: Penelope, seller: Gary, eval: midpoint -> PNL: 23.0, buy_qty: 0, sell_qty: 1
Product: KELP, buyer: Gina, seller: Gary, eval: midpoint -> PNL: 23.0, buy_qty: 2, sell_qty: 3
Product: RAINFOREST_RESIN, buyer: Gary, seller: Paris, eval: midpoint -> PNL: 25.0, buy_qty: 7, sell_qty: 9
Product: SQUID_INK, buyer: Caesar, seller: Gary, eval: spreadcrossing -> PNL: 25.0, buy_qty: 19, sell_qty: 19
Product: SQUID_INK, buyer: Gina, seller: Pablo, eval: midpoint -> PNL: 26.0, buy_qty: 8, sell_qty: 5
Product: DJEMBES, buyer: Paris, seller: Camilla, eval: spreadcrossing -> PNL: 28.0, buy_qty: 1, sell_qty: 1
Product: MAGNIFICENT_MACARONS, buyer: Paris, seller: Camilla, eval: spreadcrossing -> PNL: 28.5, buy_qty: 8, sell_qty: 7
Product: KELP, buyer: Olga, seller: Gary, eval: spreadcrossing -> PNL: 29.5, buy_qty: 0, sell_qty: 1
Product: DJEMBES, buyer: Paris, seller: Camilla, eval: midpoint -> PNL: 30.0, buy_qty: 1, sell_qty: 1
Product: KELP, buyer: Olga, seller: Gary, eval: midpoint -> PNL: 31.0, buy_qty: 0, sell_qty: 1
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Gina, eval: midpoint -> PNL: 31.5, buy_qty: 11, sell_qty: 8
Product: RAINFOREST_RESIN, buyer: Pablo, seller: Gina, eval: midpoint -> PNL: 38.5, buy_qty: 16, sell_qty: 10
Product: PICNIC_BASKET1, buyer: Pablo, seller: Penelope, eval: midpoint -> PNL: 39.0, buy_qty: 5, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Pablo, seller: Caesar, eval: spreadcrossing -> PNL: 39.0, buy_qty: 7, sell_qty: 47
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Pablo, eval: midpoint -> PNL: 40.0, buy_qty: 5, sell_qty: 12
Product: SQUID_INK, buyer: Charlie, seller: Gary, eval: midpoint -> PNL: 40.0, buy_qty: 203, sell_qty: 216
Product: KELP, buyer: Olivia, seller: Charlie, eval: spreadcrossing -> PNL: 46.0, buy_qty: 3, sell_qty: 3
Product: KELP, buyer: Camilla, seller: Gina, eval: midpoint -> PNL: 49.0, buy_qty: 43, sell_qty: 40
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Camilla, eval: midpoint -> PNL: 51.5, buy_qty: 34, sell_qty: 29
Product: KELP, buyer: Gina, seller: Paris, eval: midpoint -> PNL: 53.5, buy_qty: 22, sell_qty: 24
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Gina, eval: midpoint -> PNL: 54.0, buy_qty: 26, sell_qty: 28
Product: KELP, buyer: Olivia, seller: Charlie, eval: midpoint -> PNL: 54.5, buy_qty: 3, sell_qty: 3
Product: SQUID_INK, buyer: Penelope, seller: Caesar, eval: spreadcrossing -> PNL: 55.0, buy_qty: 19, sell_qty: 29
Product: RAINFOREST_RESIN, buyer: Charlie, seller: Gary, eval: midpoint -> PNL: 57.5, buy_qty: 161, sell_qty: 147
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Paris, eval: midpoint -> PNL: 58.5, buy_qty: 25, sell_qty: 17
Product: SQUID_INK, buyer: Pablo, seller: Paris, eval: midpoint -> PNL: 58.5, buy_qty: 78, sell_qty: 87
Product: KELP, buyer: Penelope, seller: Pablo, eval: spreadcrossing -> PNL: 60.5, buy_qty: 6, sell_qty: 9
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Gina, eval: midpoint -> PNL: 62.0, buy_qty: 29, sell_qty: 17
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Pablo, seller: Caesar, eval: midpoint -> PNL: 62.0, buy_qty: 11, sell_qty: 51
Product: KELP, buyer: Penelope, seller: Camilla, eval: spreadcrossing -> PNL: 64.5, buy_qty: 69, sell_qty: 72
Product: KELP, buyer: Charlie, seller: Penelope, eval: midpoint -> PNL: 66.0, buy_qty: 340, sell_qty: 349
Product: KELP, buyer: Caesar, seller: Camilla, eval: spreadcrossing -> PNL: 66.5, buy_qty: 19, sell_qty: 22
Product: RAINFOREST_RESIN, buyer: Paris, seller: Gina, eval: midpoint -> PNL: 68.5, buy_qty: 22, sell_qty: 27
Product: RAINFOREST_RESIN, buyer: Paris, seller: Camilla, eval: midpoint -> PNL: 70.0, buy_qty: 44, sell_qty: 51
Product: SQUID_INK, buyer: Caesar, seller: Gary, eval: midpoint -> PNL: 72.5, buy_qty: 19, sell_qty: 19
Product: KELP, buyer: Penelope, seller: Pablo, eval: midpoint -> PNL: 75.0, buy_qty: 6, sell_qty: 9
Product: RAINFOREST_RESIN, buyer: Paris, seller: Pablo, eval: midpoint -> PNL: 77.0, buy_qty: 63, sell_qty: 84
Product: MAGNIFICENT_MACARONS, buyer: Paris, seller: Camilla, eval: midpoint -> PNL: 81.5, buy_qty: 8, sell_qty: 7
Product: KELP, buyer: Penelope, seller: Gina, eval: spreadcrossing -> PNL: 85.0, buy_qty: 1, sell_qty: 5
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Penelope, seller: Pablo, eval: spreadcrossing -> PNL: 85.5, buy_qty: 1, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Penelope, seller: Pablo, eval: midpoint -> PNL: 86.0, buy_qty: 1, sell_qty: 0
Product: KELP, buyer: Penelope, seller: Gina, eval: midpoint -> PNL: 93.0, buy_qty: 1, sell_qty: 5
Product: CROISSANTS, buyer: Camilla, seller: Paris, eval: spreadcrossing -> PNL: 94.0, buy_qty: 4, sell_qty: 0
Product: SQUID_INK, buyer: Penelope, seller: Gary, eval: spreadcrossing -> PNL: 94.5, buy_qty: 0, sell_qty: 1
Product: SQUID_INK, buyer: Camilla, seller: Gina, eval: midpoint -> PNL: 95.5, buy_qty: 42, sell_qty: 40
Product: KELP, buyer: Pablo, seller: Paris, eval: spreadcrossing -> PNL: 96.0, buy_qty: 77, sell_qty: 85
Product: SQUID_INK, buyer: Penelope, seller: Gary, eval: midpoint -> PNL: 96.0, buy_qty: 0, sell_qty: 1
Product: CROISSANTS, buyer: Camilla, seller: Paris, eval: midpoint -> PNL: 97.0, buy_qty: 4, sell_qty: 0
Product: SQUID_INK, buyer: Gina, seller: Gary, eval: spreadcrossing -> PNL: 97.0, buy_qty: 2, sell_qty: 4
Product: SQUID_INK, buyer: Gina, seller: Gary, eval: midpoint -> PNL: 104.0, buy_qty: 2, sell_qty: 4
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Penelope, seller: Caesar, eval: spreadcrossing -> PNL: 110.5, buy_qty: 35, sell_qty: 44
Product: SQUID_INK, buyer: Penelope, seller: Caesar, eval: midpoint -> PNL: 116.0, buy_qty: 19, sell_qty: 29
Product: JAMS, buyer: Camilla, seller: Paris, eval: spreadcrossing -> PNL: 118.0, buy_qty: 21, sell_qty: 25
Product: KELP, buyer: Caesar, seller: Camilla, eval: midpoint -> PNL: 118.0, buy_qty: 19, sell_qty: 22
Product: PICNIC_BASKET1, buyer: Penelope, seller: Camilla, eval: spreadcrossing -> PNL: 136.5, buy_qty: 144, sell_qty: 127
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Caesar, seller: Pablo, eval: midpoint -> PNL: 142.0, buy_qty: 42, sell_qty: 6
Product: JAMS, buyer: Camilla, seller: Paris, eval: midpoint -> PNL: 149.0, buy_qty: 21, sell_qty: 25
Product: CROISSANTS, buyer: Olivia, seller: Caesar, eval: spreadcrossing -> PNL: 166.0, buy_qty: 3, sell_qty: 3
Product: SQUID_INK, buyer: Caesar, seller: Pablo, eval: spreadcrossing -> PNL: 168.0, buy_qty: 56, sell_qty: 20
Product: CROISSANTS, buyer: Olivia, seller: Caesar, eval: midpoint -> PNL: 170.0, buy_qty: 3, sell_qty: 3
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Camilla, seller: Penelope, eval: midpoint -> PNL: 170.0, buy_qty: 288, sell_qty: 259
Product: KELP, buyer: Camilla, seller: Charlie, eval: spreadcrossing -> PNL: 175.5, buy_qty: 0, sell_qty: 9
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Paris, eval: midpoint -> PNL: 176.0, buy_qty: 102, sell_qty: 129
Product: SQUID_INK, buyer: Pablo, seller: Penelope, eval: spreadcrossing -> PNL: 186.0, buy_qty: 9, sell_qty: 5
Product: RAINFOREST_RESIN, buyer: Charlie, seller: Penelope, eval: midpoint -> PNL: 187.0, buy_qty: 398, sell_qty: 438
Product: KELP, buyer: Camilla, seller: Charlie, eval: midpoint -> PNL: 187.5, buy_qty: 0, sell_qty: 9
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Penelope, seller: Caesar, eval: midpoint -> PNL: 189.5, buy_qty: 85, sell_qty: 105
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Caesar, seller: Penelope, eval: spreadcrossing -> PNL: 191.0, buy_qty: 142, sell_qty: 114
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Penelope, seller: Caesar, eval: midpoint -> PNL: 196.5, buy_qty: 35, sell_qty: 44
Product: SQUID_INK, buyer: Pablo, seller: Penelope, eval: midpoint -> PNL: 201.0, buy_qty: 9, sell_qty: 5
Product: KELP, buyer: Camilla, seller: Gary, eval: spreadcrossing -> PNL: 220.5, buy_qty: 30, sell_qty: 45
Product: KELP, buyer: Penelope, seller: Camilla, eval: midpoint -> PNL: 237.5, buy_qty: 69, sell_qty: 72
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Pablo, eval: midpoint -> PNL: 241.0, buy_qty: 86, sell_qty: 77
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Penelope, seller: Camilla, eval: spreadcrossing -> PNL: 246.0, buy_qty: 89, sell_qty: 99
Product: KELP, buyer: Caesar, seller: Gary, eval: spreadcrossing -> PNL: 247.0, buy_qty: 13, sell_qty: 25
Product: SQUID_INK, buyer: Caesar, seller: Pablo, eval: midpoint -> PNL: 255.0, buy_qty: 56, sell_qty: 20
Product: VOLCANIC_ROCK, buyer: Pablo, seller: Caesar, eval: midpoint -> PNL: 260.0, buy_qty: 178, sell_qty: 196
Product: SQUID_INK, buyer: Caesar, seller: Gina, eval: spreadcrossing -> PNL: 261.0, buy_qty: 20, sell_qty: 6
Product: RAINFOREST_RESIN, buyer: Charlie, seller: Gina, eval: midpoint -> PNL: 263.5, buy_qty: 83, sell_qty: 62
Product: SQUID_INK, buyer: Pablo, seller: Gary, eval: spreadcrossing -> PNL: 287.0, buy_qty: 4, sell_qty: 6
Product: KELP, buyer: Pablo, seller: Paris, eval: midpoint -> PNL: 292.0, buy_qty: 77, sell_qty: 85
Product: SQUID_INK, buyer: Gina, seller: Penelope, eval: spreadcrossing -> PNL: 292.0, buy_qty: 5, sell_qty: 1
Product: SQUID_INK, buyer: Caesar, seller: Gina, eval: midpoint -> PNL: 294.0, buy_qty: 20, sell_qty: 6
Product: SQUID_INK, buyer: Gina, seller: Penelope, eval: midpoint -> PNL: 297.0, buy_qty: 5, sell_qty: 1
Product: KELP, buyer: Caesar, seller: Gary, eval: midpoint -> PNL: 298.0, buy_qty: 13, sell_qty: 25
Product: SQUID_INK, buyer: Pablo, seller: Gary, eval: midpoint -> PNL: 298.0, buy_qty: 4, sell_qty: 6
Product: KELP, buyer: Camilla, seller: Gary, eval: midpoint -> PNL: 316.0, buy_qty: 30, sell_qty: 45
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Camilla, seller: Penelope, eval: midpoint -> PNL: 339.0, buy_qty: 388, sell_qty: 361
Product: KELP, buyer: Charlie, seller: Gary, eval: midpoint -> PNL: 366.0, buy_qty: 205, sell_qty: 212
Product: KELP, buyer: Camilla, seller: Pablo, eval: spreadcrossing -> PNL: 366.0, buy_qty: 98, sell_qty: 112
Product: KELP, buyer: Gary, seller: Paris, eval: spreadcrossing -> PNL: 375.5, buy_qty: 9, sell_qty: 26
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Penelope, seller: Camilla, eval: midpoint -> PNL: 376.5, buy_qty: 89, sell_qty: 99
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Pablo, seller: Caesar, eval: midpoint -> PNL: 393.5, buy_qty: 7, sell_qty: 47
Product: KELP, buyer: Gary, seller: Paris, eval: midpoint -> PNL: 415.0, buy_qty: 9, sell_qty: 26
Product: KELP, buyer: Gina, seller: Caesar, eval: spreadcrossing -> PNL: 423.0, buy_qty: 6, sell_qty: 28
Product: KELP, buyer: Penelope, seller: Paris, eval: spreadcrossing -> PNL: 428.0, buy_qty: 11, sell_qty: 31
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Pablo, seller: Camilla, eval: spreadcrossing -> PNL: 445.0, buy_qty: 0, sell_qty: 385
Product: KELP, buyer: Gina, seller: Caesar, eval: midpoint -> PNL: 462.0, buy_qty: 6, sell_qty: 28
Product: KELP, buyer: Penelope, seller: Paris, eval: midpoint -> PNL: 477.0, buy_qty: 11, sell_qty: 31
Product: SQUID_INK, buyer: Olivia, seller: Charlie, eval: spreadcrossing -> PNL: 518.0, buy_qty: 3, sell_qty: 3
Product: SQUID_INK, buyer: Olivia, seller: Charlie, eval: midpoint -> PNL: 525.0, buy_qty: 3, sell_qty: 3
Product: KELP, buyer: Pablo, seller: Caesar, eval: spreadcrossing -> PNL: 594.0, buy_qty: 20, sell_qty: 48
Product: PICNIC_BASKET1, buyer: Penelope, seller: Charlie, eval: spreadcrossing -> PNL: 613.0, buy_qty: 9, sell_qty: 17
Product: SQUID_INK, buyer: Camilla, seller: Caesar, eval: spreadcrossing -> PNL: 622.5, buy_qty: 45, sell_qty: 26
Product: KELP, buyer: Camilla, seller: Pablo, eval: midpoint -> PNL: 634.5, buy_qty: 98, sell_qty: 112
Product: SQUID_INK, buyer: Penelope, seller: Charlie, eval: midpoint -> PNL: 652.5, buy_qty: 354, sell_qty: 338
